tweet_id,text
1529768426037821443,"#ElMejorCandidatoEs el que le apuesta por la paz, la justicia social y un gobierno para todos."
1529785193804050433,"@enriqueyimis1 @WRadioColombia #ElMejorCandidatoEs de lejos la dupla Petro y Francia. Porque se convirtieron en el referente del país que nos incluye a todos. No solo los que somos abiertamente antifascistas, sino a los ciudadanos comunes y corrientes que no soportan un acto más de corrupción"
1529820943362629637,#ElMejorCandidatoEs el que pueda gobernar. Porque llevar propuestas al congreso en de debates eternos😵‍💫
1529823309814108162,@FicoGutierrez #ElMejorCandidatoEs #FicoGANADOR con fico nos garantiza la seguridad y tranquilidad de poder salir con más seguridad sin ningún hurto 👏🏻🇨🇴
1529826360180346880,"@SaraLop88370165 @FicoGutierrez La propuesta de Fico está basada y planificada, el tiene la capacidad de asumir la presidencia #FicoGanador #ElMejorCandidatoEs"
1529824949451427841,"Para usted, ¿cuál es el mejor candidato a la Presidencia de la República? #ElMejorCandidatoEs https://t.co/R8OdUKW9NI a través de @WradioColombia"
1529895021058699265,"#ElMejorCandidatoEs el que no tenga compromisos económicos con ninguno de los grupos empresariales de este país, y ese es @petrogustavo por eso el representa el cambio de verdad..."
1529944442337214486,#ElMejorCandidatoEs quien guarde la Palabra de Dios en lo más profundo de su corazón y esa sea su guía para gobernar !!!
1529798485599461376,El debate ya empezó ¿Qué pasó con @petrogustavo? ¿Lo entramparon las cobijas? #ElDebateDecisivo
1529809082412048385,"Dice Fico: vamos a hacer una reforma tributaris sensata, que es una manera de no decir nada.  #ElDebateDecisivo"
1529808137045397506,#ElDebateDecisivo las propuestas de los candidatos en los temas de interés para la gente. https://t.co/SGxechZqbc
1529813110432878592,"A Fico le interesa más que se repita por todos lado su línea que distorsiona propuestas ajenas que aceptar la aclaración, repite y repite, y sí, a mucha gente le queda y le funciona, la política de la confusión y el miedo #ElDebateDecisivo"
1529820163868073984,"#ElDebateDecisivo Parece más bien un efecto eco de las propuestas de @petrogustavo  #ElMejorCandidatoEs Petro, de lejos. Es el único que obra y analiza la situación del país bajo el sentido común."
1529830049729363969,Me fastidia la arrogancia de fajayo #ElDebateDecisivo
1529819070236749827,##PetroEsElCambio Atentos al debate presidencial de nuestro futuro #PetroPresidente estamos a puertas del cambio histórico para Colombia 💛💙❤️🧡🖤💜🧡💚💙
1529847558306254855,"#PetroEsElCambio y sí, el cambio de postura de los Petristas para justificar todo lo que criticaban."
1529965177218686978,#MagdalenaVotaPetro por un país lleno de oportunidades que mejoren la calidad de vida de las familias mas necesitadas 🙌🏻🙌🏻🙌🏻🙌🏻
1530240423821811718,"#PetroEs la esperanza de nuestro país, es el culpable de hacernos creer que se puede vencer a la corrupción y a todos esos hps que no les importa el puebli sino su propio beneficio. @petrogustavo presidente #AdiósUribestias #PorUnMejorPaís #ElCambioEnPrimera"
1530244729199378436,"@kaloimang #petroes multiplicación de la línea de pobreza, aumento de gasto y deuda pública, aumentos de impuestos para vagos"
1530258197843480576,"#PetroEs el político al que le cabe el país en la cabeza, la esperanza de paz y el cambio que Colombia necesita #En2DiasPetroPresidente #ConPetroHastaElFinal #ElCambioEnPrimera"
1530272325203021830,"#PetroEs Miseria, caos, fraude, terrorismo, anarquía, Muerte."
1530134405389377536,"#EsElMomentoDe pensar más en sentido social y en los recursos naturales que en la Plata que nos ganemos, o mejor, la Plata que no nos ganaremos porque al final se la llevarán los corruptos y el narcotra-Fico #GypsyBogota"
1530141258110357504,#EsElMomentoDe cambio y Gustavo Petro presidente.  El cambio en primera https://t.co/t5yyCD21yn
1530156779115618304,#Eselmomentode que los ex presidentes se retiren y dejen hacer.#gipsybogota
1530156833935179776,"#EsElMomentoDe darle la vuelta a Colombia, cambio en primera. Es nuestro compromiso con la democracia 🇨🇴."
1530161914604666880,#EsElMomentoDe olvidar los odios por quienes piensan diferente.Solemente hay que pensar en quienes no tienen oportunidades y darles la esperanza de una vida mejor.
1530180979809304577,#EsElmomentoDe  Tienen en sus manos la opción de cambiar el rumbo de todo un país. #gipsyBogota
1530240911476764673,"#FicoElGanador, por sus propuestas para más educación, con más cobertura, más calidad acorde a las necesidades del presente y futuro de nuestro país. Este 29 de mayo voté Fico. https://t.co/9Cpsy4vRiE"
1530150775648927745,"@gusgomez1701 #ElDomingoVoyA votar pase lo que pase por nuestra Democracia por un país que no esté en las orillas de la polarización, por un país con participación y programas que ayuden a crecer la economía, salud, educación y seguridad nal"
1530197405265711106,#ElDomingoVoyA votar por Rodolfo Hernández confiemos en Dios que los uribistas y petristas no se le va a robar los votos 🇨🇴❤️👐
1530679333475467264,#LaVidaEnUnVoto hasta que la dignidad se haga costumbre. Por Lukas Villa! Por que su muerte no haya sido en vano. https://t.co/uT9x2cozxj
1530353025172267008,#YoVotoPetroPresidente por la vida y dignidad plena!
1530357665485967361,#DebateFinal #YoVotoPetroPresidente   CUÍDESE PETRO HAY UN COVID DE LA PRENSA que se la pasa TOSIENDO CUANDO USTED HABLA. https://t.co/kTFFa7lsrJ
1530360028494016512,"Petro sabe demasiado , sin palabras.#yovotopetropresidente peinando a los ‘imparciales’ de #caracol #debatedefinitivo y a #FicoMentiroso que solo sabe criticar a petro en ves de preocuparse por su desarrollo tan pésimo en explicar su plan/proyecto de presidencia."
1530364168523636737,#yovotopetropresidente porque ni en un debate tan amañado pueden con él. @petrogustavo PRESIDENTE
1530364138999930881,Recuperar el IDEMA propone Petro o escuché mal? Eso sí es un política pública. #DebateFinal  #yovotopetropresidente
1530365400885645312,Viendo los ataques a petro CONFIRMO mi voto por el pacto histórico. ¿Por que los ataques? ¿Cual es la necesidad? ¿Miedo?  #YoVotoPetroPresidente #DebateFinal
1530366291529326592,"En el colegio en las exposiciones no me dejaban leer del cuaderno ni de la cartelera , me decían que uno tenia que haber preparado y comprendido lo que iba a exponer. Que mediocre un candidato que tiene que leer un celular para responder. por eso #yovotopetropresidente"
1530599810839072769,@naydun @FicoGutierrez “El mejor bono que le pueden dar los empresarios a los trabajadores es modificar la Ley 50 y la Ley 100 en lugar de bonos de regalo”  @petrogustavo peinando a Fico. #yovotopetropresidente
1530622201338249217,#YoVotoPetroPresidente q no quede la duda
1530356679962939392,El debate de hoy es 5 contra 1 #DebateFinal
1530363756001247232,"#DebateFinal cómo dirían los petristas, qué ""peinada"" de Fajardo a Petro. Más que eso, es volver trizas el populismo.  #FicoPresidente2022"
1530364359167430657,"#DebateFinal  Hay que reconocerlo, FICO Y FAJARDO no saben dónde están parados y se reafirma que Fico está al servicio del GEA. NINGUNO a la altura de @petrogustavo   #PetroEsElCambio"
1530365548428775424,#DebateFinal ¿Ya Fajardo dijo que se quería ir?
1530365132978765824,"El debate es sobre el plan de gobierno de @petrogustavo en el afan de hacerlo quedar mal, hacen lo contrario, porque Petro es un Crack, Tiene el pais en la cabeza, que tipo tan inteligente, ese es el presudente #DebateFinal"
1530366572891713541,#DebateFinal Fico es una burla. Realmente es muy malo. Que man tan torpe.
1530370756135342089,"¿Es solo mi impresión o la pregunta de @NestorMoralesC a @sergio_fajardo fue, en realidad, una réplica a @petrogustavo? Además, lo citó mal, y no creo que lo hiciera a propósito: tal vez sí es así de bruto y no entendió a Petro. #DebateFinal"
1530375246930333696,Juan Roberto Vargas también llama NarcotraFico al chirrete.   😆😆😆😆😆  #DebateFinal https://t.co/YgwMzOkH5i
1530374371868655619,"Juan Roberto les pide a Fajardo y Fico que sean corticos, pero Petro sí puede extenderse sin interrupciones. #DebateFinal"
1530374270257348614,"No joda, ahora Fico no conoce a los Gnecco 🤣🤣🤣🤣 que le muestren las fotos que se sacó con ellos la semana pasada. #DebateFinal"
1530377454967263232,"Si la estrategia de Fajardo hubiese sido desarmar las propuestas ridículas de los otros candidatos, estuviera seguro en la segunda vuelta. Pero no, él era San Fajardo. #DebateFinal"
1530379306995789824,"El mitómano ególatra dice que solo hay dos opciones. Por mas que las encuestas lo muestren, ignora otros candidatos, lo cual es un irrespeto a la democracia.  Pero es el talante de el y su secta histórica. Quien piense diferente a el no existe.  #PetroElPatronDelMal #DebateFinal"
1530381763826139137,"#DebateFinal Fajardo es tan malo, que hace ver bien a Gutiérrez, increíble."
1530388362070470657,Colombia estuvo a tres Doritos de ver a Néstor Morales y Fajardo como Fico con una foto de @petrogustavo 🤣 en el #DebateFinal   #YoVotoPetroPresidente https://t.co/Sx1e3WLNXJ
1530390565094887424,"#DebateFinal donde Petro demuestra que es el presidente que Colombia necesita, Petro eres mi esperanza de ver a este país que amo iniciar un cambio, eres la esperanza de un pueblo que no se rinde!!!!!"
1530397459939213312,Hoy en el #DebateFinal @petrogustavo se estrelló #DeFrenteConFajardo. Este tibio le demostró en vivo que es un mentiroso y que Colombia no debe caer en sus engaños. @sergio_fajardo es el mejor preparado para ser presidente de Colombia.
1530397266342731779,"-Cómo te llamas? -Me llamo encerrona contra Petro, por parte de candidatos sin propuestas y periodistas mediocres. - Te llamaré #DebateFinal https://t.co/BLNgIj1kgJ"
1530397581276286976,"Encerrona a Petro, dicen sus borregos. “El Picotas” ya no suena creíble, lo desenmascararon !  #DebateFinal"
